VOICE,NAME
Joanna,a Fordel Guard
Joey,Innkeeper Morland
Joey,Vicars
Joey,Sateal Deirosap
Joey,Aldo Amondson
Joey,Wendal Amondson
Joey,Galic Amondson
Joey,Hiklo Amondson
Joey,Ward Jermain
Joey,Ward Anderson
Joey,Merchant Tekrama
Joey,Dashelo Dalroshan
Joey,Halois Gueinds
Joey,Alabaer Escorioan
Joey,Domalisar Cournoyer
Joey,Dolsoj Warrebs
Joey,Ward Pungill
Joey,Ward Lillie
Joey,Ward Laeso
Joey,Ward Federman
Joey,Ward Prister
Joey,Ward Gebson
Joey,Ward Toft
Joey,Ward Taler
Joey,Defender Chilton
Joey,Defender Rolen
Joey,Stable Ward Rames
Joey,Stable Ward Kyle
Joey,Stable Hand Kaye
Joey,Stable Hand Brack
Joey,Banker Orton
Joey,Banker Nilson
Joey,Banker Golland
Joey,Banker Arendell
Joey,Banker Denton
Joey,Banker Maxforthe
Joey,Banker Tawler
Joey,Banker Lynton
Joey,Eryke Stremstin
Joey,Test mob
Joanna,Vari Satilela
Joey,Sateal Deirosap
Joey,Aldo Amondson
Joey,Wendal Amondson
Joey,Galic Amondson
Joey,Hiklo Amondson
Joey,Ward Jermain
Joey,Ward Anderson
Joey,Merchant Tekrama
Joey,Dashelo Dalroshan
Joey,Halois Gueinds
Joey,Alabaer Escorioan
Joey,Domalisar Cournoyer
Joey,Dolsoj Warrebs
Joey,Ward Pungill
Joey,Ward Lillie
Joey,Ward Laeso
Joey,Ward Federman
Joey,Ward Prister
Joey,Ward Gebson
Joey,Ward Toft
Joey,Ward Taler
Joey,Defender Chilton
Joey,Defender Rolen
Joey,Stable Ward Rames
Joey,Stable Ward Kyle
Joey,Stable Hand Kaye
Joey,Stable Hand Brack
Joey,Banker Orton
Joey,Banker Nilson
Joey,Banker Golland
Joey,Banker Arendell
Joey,Banker Denton
Joey,Banker Maxforthe
Joey,Banker Tawler
Joey,Broker Lynton
Joey,Kunark Scion
Joey,Antonica Scion
Joanna,Defender Karrik
Joey,Defender Narthem
Joanna,Defender Rinkes
Joey,Defender Rhazor
Joanna,Persy Clutches
Joey,Kardador Tarsinian
Joanna,Defender Jena
Joey,Defender Howell
Joey,Serisn Galaskof
Joanna,a Haven Defender
Joey,Torin Truestring
Joey,Defender Urik
Joey,Defender Stavros
Joey,Defender Siman
Joey,Defender Birk
Joey,Scound Trevor
Joey,a scound
Joey,Defender Oram
Joey,Lineol Teropalig
Joey,Drible Telakeri
Joey,Kacheoa Dariwlan
Joey,Rasl Lerosac
Joey,Solsain Paslinor
Joey,Pugidlar Vermot
Joey,Olowakn Telrok
Joey,Saerlsam Monrols
Joey,Falos Ginranes
Joey,Horoal Deathdealer
Joey,Nightmaster Kelador
Joey,an assassin protector
Joey,General Jared Blaystich
Joey,Master Celerik
Joey,Master Nochtar
Joey,Duke Norfin
Joey,Trainee Robert
Joey,Defender Siltan
Joey,Defender Pauls
Joey,Defender Antorin
Joey,Lieutenant Arathur
Joey,Master Assasin Prasor
Joey,an assassin protector
Joey,The Fabled General Jared Blaystich
Joey,Priest of Discord
Joey,a prisoner
Joey,a recondite bandit
Joanna,Maricella Slithra
Joey,a recondite bandit
Joey,a recondite bandit
Joanna,a recondite deceiver
Joanna,a recondite deceiver
Joey,a recondite bandit
Joey,a recondite bandit
Joanna,a recondite deceiver
Joanna,a recondite deceiver
Joanna,a recondite deceiver
Joey,Arly Golyeck
Joey,Batin Sweery
Joey,Guard Fornar
Joey,Sir Karzad
Joey,Thorgi Mullet
Joey,Fabi Arnett
Joey,Jasan Fiar
Joey,Cen Snoworb
Joey,Thar Anton
Joey,Rictor Asmot
Joey,Guard Jontroy
Joey,Guard Smet
Joanna,Guard Kirste
Joey,Guard Rhoy
Joanna,Guard Camil
Joey,Guard Marmo
Joey,Guard Dortof
Joanna,Guard Sinda
Joey,Guard Megnon
Joey,Guard Kartim
Joey,a Citizen of Seru
Joey,Falwin Sugero
Joey,Taldris Copio
Joey,Fareye Yewback
Joey,Mallon Fraz
Joey,Vantak Mere
Joey,Tala Praebo
Joey,Vassa Nar
Joey,Nyrick Exorno
Joey,Fylin Cyups
Joey,Crispin Falca
Joey,Cobaen Venum
Joey,Sill Kardo
Joey,Sentry Eloka
Joanna,Mema Dort
Joey,Sentry Vak
Joanna,Praetor Iglak
Joey,Sentry Valdair
Joanna,Praetorian Yvalda
Joanna,Praetor Gralit
Joey,Miklos Tiost
Joey,Jaeger Mort
Joey,Sentry Bangol
Joanna,Caldori Porva
Joey,a Vigilum of the Eye
Joey,Praetorian Yill
Joey,Preatorian Archa
Joey,Legionnaire Meos
Joey,Centurion Praedico
Joey,Vigilum Nuno
Joey,a Vigilum of the Eye
Joanna,Praetorian Silava
Joey,a Vigilum of the Eye
Joanna,A Centurion of the Arx
Joey,a Vigilum of the Eye
Joey,a Praetorian Peritus
Joanna,a Praetorian Medicus
Joey,Praetorian Oritani
Joanna,Praetorian Ligma
Joey,a Praetorian Decipio
Joey,Vigilum Vonari
Joey,Arena Master Ferin
Joanna,Praetorian Sotani
Joey,a Guardian of the Arx
Joey,Praesertum Vantorus
Joey,A Custos of Seru
Joey,Legionnaire Caelum
Joey,Legionnaire Sedo
Joanna,Legionnaire Equus
Joey,Legionnaire Potens
Joey,Legionnaire Tutela
Joey,A Legionnaire of the Hand
Joey,Legionnaire Aeblish
Joey,Legionnaire Durus
Joey,Legionnaire Loricut
Joey,Legionnaire Vaslan
Joanna,a Vigilum Centurio
Joey,a Vigilum Cohortis
Joanna,a Vigilum Centurio
Joey,a Vigilum Centurio
Joey,Aderyn Goldleaf
Joey,Percontorius Salnu
Joanna,a Signiferi of the Hand
Joey,a Signiferi of the Hand
Joey,a Signiferi of the Hand
Joanna,An Intervallum Guard
Joey,Legionnaire Valde
Joanna,Legionnaire Elari
Joanna,Centurion Xavi
Joey,Legionnaire Vires
Joanna,Legionnaire Galea
Joey,An Intervallum Guard
Joey,Legionnaire Celox
Joey,An Intervallum Guard
Joey,Legionnaire Balien
Joanna,Legionnaire Lorica
Joey,Legionnaire Ocius
Joey,Legionnaire Munsoon
Joanna,Legionnaire Zota
Joey,Legionnaire Kazzek
Joanna,Legionnaire Faieaie
Joanna,Legionnaire Kallazam
Joey,Legionnaire Skross
Joey,A Keeper of the Truth
Joanna,a Citizen of Seru
Joey,a Citizen of Seru
Joey,a Citizen of Seru
Joanna,a Citizen of Seru
Joey,A Legionnaire of the Hand
Joey,Vigilum Warsala
Joey,a Custos Armorum
Joey,A Tabularium Factor
Joey,Centurion Tan
Joey,A Tabularium Factor
Joey,Actuarii Panus
Joey,Actuarii Othal
Joanna,Questioner Monal
Joey,Agrur Halden
Joey,An Actuarius Guard
Joey,An Actuarius Guard
Joey,a Citizen of Seru
Joey,a Citizen of Seru
Joey,a Citizen of Seru
Joey,Fraeg Coldblade
Joey,Boloth Daeron
Joanna,Asotha Balais
Joey,Rhowick Dragur
Joey,Laren Goldthimble
Joanna,Qearin Softbark
Joanna,a Quaestorium Guard
Joanna,a Quaestorium Guard
Joey,a Quaestorium Guard
Joanna,a Principia Vigilum
Joanna,a Principia Vigilum
Joey,a Principia Vigilum
Joanna,a Principia Vigilum
Joey,a Quaestor Guard
Joey,a Quaestor Guard
Joey,a Quaestor Guard
Joey,a Quaestor Guard
Joey,An Optio of the Hand
Joey,Optio Gildan
Joey,Stoic Aealin
Joey,Ornis Tranum
Joey,Consis Sinsolus
Joey,A Castrorum of the Heart
Joey,Castrorum Plita
Joey,Legionnaire Hava
Joey,Legionnaire Boya
Joanna,Legionnaire Pino
Joey,Castrorum Zifala
Joey,Castrorum Braku
Joey,Actuarii Boyn
Joey,Praetorian Rynka
Joey,Preatorian Maklos
Joey,Praetorian Tsalf
Joey,Centurion Rikola
Joey,Falak Tholos
Joey,Adren Tholos
Joey,Vigilum Tsalf
Joey,Praetorian Mere
Joey,Questioner Rai
Joanna,A Senior Arx Guardian
Joey,An Arx Guardian
Joey,A Veteran Centurion
Joanna,Faber Hintoa
Joey,Laltar Valka
Joanna,Oraculum Yalkin
Joanna,Scelestus Venator Taol
Joey,Filtin Meran
Joey,Gaif Dula
Joey,Aldis Rynka
Joey,Vigilum Uresko
Joey,Vigilum Greel
Joey,A Castrorum of the Heart
Joey,A Castrorum of the Heart
Joey,A Praesertum Functionary
Joey,Vigilum Ripka
Joey,A Legionnaire of the Hand
Joey,Legionnaire Vulati
Joey,Legionnaire Palati
Joey,Actuarii Buccarn
Joey,Cornicularii Mindo
Joey,a Citizen of Seru
Joey,Vrogar Umerus
Joanna,Glendra Torin
Joey,Grelan Mandek
Joanna,Thecia Sulter
Joey,Pawil Ocirak
Joey,Aerik Redember
Joey,Dolus Rical
Joey,Legionnaire Delaren
Joey,Brendar Mynden
Joey,Torsten Reidan
Joey,A Hand Recruit
Joey,A Field Inquisitor
Joanna,Centurion Brula
Joey,Praetorian Aloma
Joey,Actuarii Runol
Joey,An Actuarius Guard
Joanna,Vysi Caldo
Joanna,Praetor Talga
Joanna,Meisa Valk
Joanna,Meisa Valk
Joanna,Optio Titha
Joey,Praetorian Glan
Joanna,Centurion Xaxi
Joey,Vigilum Ealna
Joey,a Vigilum of the Eye
Joey,Vigilum Cosaki
Joanna,Meisa Valk
Joey,Legionnaire Vires
Joanna,Legionnaire Equus
Joey,Legionnaire Rotin
Joanna,Legionnaire Lorica
Joey,A Legionnaire of the Hand
Joanna,Legionnaire Galea
Joey,Legionnaire Valde
Joey,Legionnaire Sedo
Joey,Legionnaire Celox
Joey,Legionnaire Loricut
Joey,Legionnaire Potens
Joanna,A Vigilum Cohortis
Joey,A Vigilum Centurio
Joanna,A Primus of the Hand
Joey,Primus Elisora
Joey,A Veteran Centurion
Joanna,A Vigilum Centurio
Joey,A Vigilum Centurio
Joey,A Tabularium Factor
Joanna,A Custos Armorum
Joanna,Praetorian Fastina
Joey,Praetorian Maklos
Joey,A Veteran Centurion
Joey,Consis Sinsolus
Joey,An Actuarius Guard
Joey,A Citizen of Seru
Joanna,A Quaestorium Guard
Joey,A Quaestorium Guard
Joey,A Principia Vigilum
Joey,A Principia Vigilum
Joey,A Principia Vigilum
Joanna,A Quaestor Guard
Joey,An Optio of the Hand
Joey,Ornis Tranum
Joey,Castrorum Tenak
Joey,Castrorum Kutika
Joey,Praetorian Molto
Joanna,A Castrorum Functionary
Joanna,A Castrorum Functionary
Joanna,A Castrorum Functionary
Joanna,A Castrorum Functionary
Joey,A Castrorum of the Heart
Joey,A Cornicularius Warder
Joey,An Actuarius Guard
Joey,Cornicularii Zigta
Joey,A Caravan Master
Joanna,A Castrorum Functionary
Joey,Praetorian Archa
Joey,An Intervallum Guard
Joey,Legionnaire Durus
Joey,Legionnaire Caelum
Joey,Legionnaire Tutela
Joey,An Intervallum Guard
Joey,Legionnaire Caelum
Joey,Legionnaire Valde
Joanna,Legionnaire Equus
Joey,Legionnaire Potens
Joey,Praetorian Oritan
Joanna,A Vigilum Centurio
Joey,A Vigilum Centurio
Joanna,Legionnaire Elari
Joey,Legionnaire Rotin
Joey,Legionnaire Durus
Joey,A Cornicularius Warder
Joanna,A Quaestorium Guard
Joey,A Quaestorium Guard
Joey,A Legionnaire of the Hand
Joanna,A Citizen of Seru
Joanna,A Citizen of Seru
Joey,A Citizen of Seru
Joey,A Principia Vigilum
Joanna,A Quaestor Guard
Joey,A Tabularium Factor
Joanna,Primus Kalani
Joey,Ornis Tranum
Joey,Consis Sinsolus
Joey,Castrorum Urka
Joey,A Veteran Centurion
Joey,A Legionnaire of the Hand
Joey,Praetorian Akala
Joey,Cornicularii Kalama
Joey,Praetorian Keara
Joey,Castrorum Kenet
Joey,Cornicularri Risto
Joey,Primus Sunar
Joey,Primus Niktar
Joey,Legionnaire Revones
Joey,Legionnaire Erallic
Joey,Legionnaire Romaric
Joey,Legionnaire Banictus
Joey,Legionnaire Perealos
Joey,Legionnaire Urolic
Joey,Centurion Zeratillion
Joey,Centurion Crullick
Joey,Centurion Valaric
Joey,Centurion Pythondius
Joey,Centurion Markalis
Joey,Centurion Elnerius
Joey,Centurion Ralton
Joey,Centurion Talekor
Joey,Centurion Jerek
Joey,Centurion Samsun
Joey,Centurion Cradolus
Joey,Centurion Vericol
Joey,Centurion Gersetor
Joey,Centurion Jeracus
Joey,Legionnaire Wundaces
Joey,Legionnaire Alivarius
Joey,Legionnaire Carinalio
Joey,Legionnaire Byronius
Joey,Legionnaire Ardion
Joey,Legionnaire Varioces
Joey,Legionnaire Rices
Joey,Legionnaire Iustario
Joey,Centurion Renardio
Joey,Legionnaire Qalliceus
Joey,Legionnaire Yabatus
Joey,Legionnaire Hectavio
Joey,Legionnaire Toralitides
Joey,Legionnaire Malicio
Joey,Legionnaire Doreses
Joey,Legionnaire Tripticus
Joey,Legionnaire Kapericus
Joey,Legionnaire Poliedes
Joey,Centurion Kroldus
Joey,Centurion Queniton
Joey,Centurion Relicor
Joey,Centurion Domicus
Joey,Legionnaire Nalicario
Joey,Legionnaire Atlakices
Joey,Legionnaire Avoretes
Joey,Legionnaire Trikaticus
Joey,Legionnaire Artemidorus
Joey,Legionnaire Diodotus
Joey,Legionnaire Plocamus
Joey,Legionnaire Pythion
Joey,Legionnaire Vitruvius
Joey,Legionnaire Cresces
Joey,Legionnaire Dannicus
Joey,Legionnaire Catullus
Joey,Legionnaire Korael
Joey,Centurion Rutleo
Joey,Centurion Pallak
Joey,Centurion Bartilous
Joey,Centurion Regorator
Joey,Legionnaire Utilliac
Joey,Legionnaire Parethro
Joey,Legionnaire Vaquiles
Joey,Legionnaire Gilldonicus
Joey,Legionnaire Oridion
Joey,Legionnaire Quavictus
Joey,Legionnaire Heratio
Joey,Legionnaire Willecius
Joey,Legionnaire Quentin
Joey,Legionnaire Carsius
Joey,Legionnaire Bromidus
Joey,Legionnaire Remigius
Joey,Legionnaire Apthorus
Joey,Legionnaire Vassus
Joey,Arbogast
Joey,Legionnaire Claudius
Joanna,Melanie Mavroudis
Joanna,Greta Teralin
Joanna,Helinya Limerick
Joanna,Private Sentinel Frieza
Joanna,Private Sentinel Tozza
Joey,Nathyn Illuminious
Joey,Legionnaire Rothgivus
Joey,Legionnaire Xandilious
Joey,Legionnaire Iysando
Joey,Legionnaire Peralisor
Joey,Legionnaire Hesicalic
Joey,Legionnaire Zexolicor
Joey,Legionnaire Devorialius
Joey,Markil Jurbac
Joanna,Mehgyn Garrison
Joanna,Lizsa Barleou
Joey,Rallic Aristos
Joanna,Shara Aristos
Joey,Maralicis Dilsm
Joanna,Arialestra Dionicas
Joey,Phenic Dionicas
Joey,Legionnaire Valesco
Joey,Legionnaire Giovesanes
Joanna,Monika Helsin
Joanna,Dianna Dilsm
Joanna,Rebecca Wolfeye
Joey,Incantator Yaln Dilsm
Joey,Theurgus Zral Aristos
Joey,Praecantor Torin Jurbac
Joey,Drenic Garrison
Joanna,Bella Helsin
Joey,Heracus Helsin
Joey,Fallar Grolden
Joanna,Kitty Barleou
Joanna,Shay Aristos
Joanna,Aliara Galestra
Joey,a magus protectorate
Joanna,a magus protectorate
Joanna,a magus protectorate
Joey,Corporal Kent
Joey,Corporal Donfeld
Joey,Yaeorat
Joey,Dersino
Joey,Terasol
Joanna,Maryssa Talbson
Joey,Miguel Talbson
Joey,Yavik Teralin
Joanna,Aerin K`Vekn
Joey,Incantator Gedy Helsin
Joey,Theurgus Olius Matuya
Joey,Clavius Masric
Joey,Incantator Hue Teralin
Joanna,Theurgus Meg Teralin
Joey,Yanni Talbson
Joey,Harvin Talbson
Joanna,Tsuia Matuya
Joanna,Mahri Matuya
Joey,Incantator Waek Kerrol
Joanna,Praecantor Lisa Kerrol
Joanna,Incantator Jeena Talbson
Joey,Incantator Jak Masric
Joanna,Incantator Elza Dilsm
Joey,Theurgus Ravy Helsin
Joey,Praecantor Dovar Rutledge
Joey,Jacob Rutledge
Joanna,Vanessa Rutledge
Joey,Jarin Lorean
Joey,Legionnaire Neville
Joey,Legionnaire Utilliac
Joey,Legionnaire Parethro
Joey,Legionnaire Vaquiles
Joey,Legionnaire Gilldonicus
Joey,Legionnaire Quavictus
Joey,Centurion Altinus
Joey,Centurion Balk
Joey,Centurion Mesoptilus
Joey,Centurion Ceraticles
Joey,Centurion Venctivo
Joey,Centurion Rancoves
Joey,Centurion Bevor
Joey,Centurion Maverus
Joey,Centurion Narser
Joey,Centurion Allanus
Joey,Centurion Nezzer
Joey,Centurion Ebben
Joey,Centurion Cevikor
Joey,Centurion Donactalis
Joey,Legionnaire Rolificus
Joey,Legionnaire Ioces
Joey,Legionnaire Nicimious
Joey,Legionnaire Paryanos
Joey,Legionnaire Ericos
Joey,Legionnaire Arices
Joey,Legionnaire Pernicious
Joey,Centurion Garicalious
Joey,Legionnaire Jaypario
Joey,Legionnaire Rebices
Joey,Legionnaire Roarices
Joey,Legionnaire Perticon
Joey,Legionnaire Heraticus
Joey,Legionnaire Flavio
Joey,Legionnaire Sorio
Joey,Legionnaire Thorinius
Joey,Legionnaire Yaelidion
Joey,Legionnaire Dromides
Joey,Centurion Xavier
Joey,Centurion Sorialus
Joey,Centurion Hunigon
Joey,Centurion Valisus
Joey,Legionnaire Miconius
Joey,Legionnaire Orodilius
Joey,Legionnaire Doralycus
Joey,Legionnaire Potalius
Joey,Legionnaire Apollonius
Joey,Legionnaire Hicesius
Joey,Legionnaire Cosmus
Joey,Legionnaire Glycon
Joey,Legionnaire Hesychius
Joey,Legionnaire Bonosus
Joey,Legionnaire Decmitius
Joey,Legionnaire Belisarius
Joey,Legionnaire Aponius
Joey,Legionnaire Xaldivious
Joey,Centurion Engrov
Joey,Centurion Vengor
Joey,Centurion Dalaction
Joey,Centurion Veridious
Joey,Legionnaire Revones
Joey,Legionnaire Erallic
Joey,Legionnaire Romaric
Joey,Legionnaire Perealos
Joey,Legionnaire Urolic
Joey,Legionnaire Vendicius
Joey,Legionnaire Yolicus
Joey,Legionnaire Viator
Joey,Legionnaire Catonius
Joey,Legionnaire Pudentius
Joey,Legionnaire Orosius
Joey,Legionnaire Tarautas
Joey,Legionnaire Micon
Joey,Legionnaire Valesco
Joanna,Lcea Katta
Joey,Arbogast
Joey,Legionnaire Claudius
Joey,Legionnaire Rothgivus
Joey,Legionnaire Xandilious
Joey,Legionnaire Iysando
Joey,Legionnaire Peralisor
Joey,Legionnaire Hesicalic
Joey,Legionnaire Zexolicor
Joey,Legionnaire Devorialius
Joey,Incantator Yaln Dilsm
Joey,Theurgus Zral Aristos
Joey,Praecantor Torin Jurbac
Joey,a magus protectorate
Joey,Corporal Donfeld
Joey,Incantator Gedy Helsin
Joey,Theurgus Olius Matuya
Joey,Incantator Hue Teralin
Joanna,Theurgus Meg Teralin
Joey,Incantator Waek Kerrol
Joanna,Praecantor Lisa Kerrol
Joanna,Incantator Jeena Talbson
Joanna,Incantator Elza Dilsm
Joey,Theurgus Ravy Helsin
Joey,Praecantor Dovar Rutledge
Joey,Legionnaire Neville
Joey,a coterie assassin
Joey,Guard Lennon
Joanna,Sasha Aliquin
Joey,Guard Zimmer
Joey,Rett Jimmins
Joey,Tvan Gurrish
Joey,Incantator Jak Masric
Joey,A Haven Customs Officer
Joey,Legionnaire Hyuni
Joey,Legionnaire Anolami
Joey,A Haven Guard
Joey,Lerin Sardor
Joey,Legionnaire Giru
Joey,A Haven Guard
Joey,Legionnaire Dalini
Joey,Legionnaire Anolami
Joey,Legionnaire Hyuni
Joey,A Haven Customs Inspector
Joey,A Haven Customs Officer
Joey,A Haven Guard
Joey,A Haven Guard
Joey,Legionnaire Giru
Joey,Legionnaire Hyuni
Joey,A Haven Customs Inspector
Joey,Legionnaire Anolami
Joey,Legionnaire Giru
Joey,A Haven Guard
Joey,A Haven Guard
Joey,Legionnaire Giru
Joey,A Haven Customs Officer
Joey,Lerin Sardor
Joey,Legionnaire Maxos
Joey,Legionnaire Giru
Joey,Grieg Veneficus 
Joey,Prast Ianitor
Joey,Grieg Veneficus
Joey,a Loda Kai soldier
Joey,a Loda Kai guardian
Joey,a Loda Kai soldier
Joey,a Loda Kai guardian
Joey,a Loda Kai soldier
Joey,a Loda Kai soldier
Joanna,a Loda Kai poacher
Joey,a Loda Kai poacher
Joey,a Loda Kai brigand
Joey,a Loda Kai brigand
Joanna,a Loda Kai poacher
Joey,a Loda Kai thug
Joey,a Loda Kai trader
Joey,a Loda Kai soldier
Joanna,a Loda Kai poacher
Joey,a Loda Kai poacher
Joey,a Loda Kai guardian
Joey,a Loda Kai brigand
Joanna,a Loda Kai trader
Joey,a Loda Kai poacher
Joey,a Loda Kai trader
Joey,a Loda Kai thug
Joey,a Loda Kai trader
Joey,a bandit
Joanna,a bandit
Joanna,an exiled priest
Joanna,a bandit
Joey,a bandit
Joey,a bandit
Joanna,an exiled priest
Joanna,an exiled priest
Joanna,an exiled priest
Joanna,an exiled priest
Joanna,a bandit
Joey,a bandit
Joanna,a bandit
Joey,a bandit
Joanna,an exiled priest
Joey,a bandit
Joanna,a bandit
Joanna,a bandit
Joanna,an exiled priest
Joanna,an exiled priest
Joanna,a bandit
Joey,a bandit
Joanna,an exiled priest
Joanna,a bandit
Joey,a bandit
Joanna,an exiled priest
Joanna,an exiled priest
Joanna,a bandit
Joanna,a bandit
Joanna,an exiled priest
Joey,a bandit
Joanna,a bandit
Joey,a bandit
Joanna,a bandit
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,A Hand of Seru
Joey,a Hand of Seru
Joey,a Hand of Seru
Joey,a Hand of Seru
Joey,a Hand of Seru
Joey,a Hand of Seru
Joanna,Legionnaire Halle
Joey,Jalor Housip
Joey,Bertol Flagerty
Joanna,Valana Broms
Joey,Derron Gramjon
Joanna,Sarah Jelnen
Joey,Hafron Jelnen
Joanna,Legionnaire Allise
Joey,Legionnaire Kayn
Joanna,Herald Shelia Gransith
Joey,Legionnaire Eandalion
Joey,Legionnaire Frankulus
Joey,Brodlan Remdo
Joanna,Ellen Daleson
Joey,Xavier Sendorn
Joanna,Jilan Tollun
Joey,Frantip Dalonus
Joanna,Bella Stremi
Joey,Alton Daleson
Joey,Legionnaire Doctalious
Joey,Legionnaire Spaldres
Joey,Johanius Barleou
Joey,Legionnaire Kovenic
Joey,Legionnaire Falion
Joey,Legionnaire Doctalious
Joanna,Lyrra Rutledge
Joanna,Aellana Barleou
Joey,Hoober
Joey,Legionnaire Spaldres
Joey,Legionnaire Doctalious
Joey,Hoober
Joey,Legionnaire Kovenic
Joey,Sir Johanius Barleou
Joey,Johanius Barleou the Slayer
Joey,Hoober
Joey,Scout Chonf
Joey,Legionnaire Baen
Joey,Legionnaire Bael
Joey,Ryann Desgrey
Joey,Lieutenant Broansas
Joey,Lendal Roble
Joey,Daved Dexter
Joey,Mikhal Young
Joey,Kirthor Faldyr
Joey,Atruelin Nobilis
Joey,Yharrv Valorus
Joey,Legionnaire Bael
Joey,Ryann Desgrey
Joey,Legionnaire Bael
Joey,Ryann Desgrey
Joey,Faulen Hein
Joey,Jimmic Adle
Joey,High Priest Valon
Joey,Reynold Blackguard
Joey,a poacher
Joey,a poacher
Joanna,a poacher
Joanna,a poacher
Joey,Nolan Greenwood
Joey,Randel Stormwind
Joey,Banker Mardalson
Joanna,Lady Deira
Joey,Waldo Pinemyer
Joey,a poacher
Joanna,a poacher
Joey,a poacher
Joanna,a poacher
Joey,Derick Goodroot
Joanna,Diedra Twothorns
Joanna,Donna Twothorns
Joey,Farkus Grime
Joey,Annous Pineshadow
Joanna,Shayna Thunderhand
Joanna,Cathleen Goodroot
Joey,Ralleford Twothorns
Joanna,Elishia Blackguard
Joey,a toiling mariner
Joanna,Ruanni Annue
Joey,Hemae Twinebraid
Joey,Wayfaring Scout
Joey,Historian Finrazel
Joey,Duram Firechaser
Joey,Arias
Joey,Guard Maddoc
Joey,a trampled slave
Joey,a human slave
Joanna,Nura
Joey,Sticks
Joanna,Elzabetha Ianthe
Joanna,Sister Tomyn
Joey,Commander Ralinor
Joey,A violet rose
Joanna,Sister Tomyn
Joanna,Elzabetha Ianthe
Joey,Commander Ralinor
Joanna,Sister Tomyn
Joanna,Elzabetha Ianthe
Joey,Commander Ralinor
Joey,a sentenced prisoner
Joey,a tortured prisoner
Joanna,a sentenced prisoner
Joanna,Chaunna Graice
Joanna,Seer Mal Nae`Shi
Joanna,Grandmaster Chendra
Joanna,Alexis Dubbani
Joey,Acomar Lothwol
Joey,Winon Glahar
Joey,Sirekoth Eshe
Joey,Guardian Vaehan
Joanna,Guardian Drendle
Joanna,Soulbinder Jera
Joey,Aid Eino
Joey,Councilman Taldarius
Joanna,Amile Pitt
Joey,Banker Granger
Joey,Banker Ceridan
Joey,Wilacor Goldenmead
Joey,Beorobin Amondson
Joanna,Ulin Velnik
Joanna,Gravelady Beddia
Joanna,Reaver Uledrith
Joey,Pathfinder Arelat
Joanna,Cavalier Preradus
Joey,Illusionist Sevat
Joanna,Wanderer Qenda
Joanna,Vicar Diarin
Joey,Minstrel Joet
Joey,Phantasmist Abaur
Joey,Grandmaster Limsa
Joey,Arch Mage Narik
Joanna,Sienn Kastane
Joey,Geboron
Joey,Zhao V`karin
Joey,Sir Geravaldi
Joey,Tarnimus
Joey,Sebast Muckle
Joey,Kraylor Nalsiv
Joey,Yuriah Jomsab
Joey,Priest of Discord
Joey,Vicar Qadar
Joey,302 Priest of Discord
Joey,Corpse Guy
Joey,Mister Magelo
Joanna,Scholar Jarvi
Joanna,Scholar Awerrin
Joey,Scholar Berkin
Joey,Scholar Kiulo
Joanna,Scholar Werum
Joey,Randall of the Fellows
Joanna,Sephorra the Flagger
Joanna,Rhondda the Flagger
Joey,Iason Yureska
Joey,Keefe Stearns
Joey,Maynar Furrwik
Joanna,Elba Straw
Joanna,Tierna Morganna
Joey,Franklin Teek
Joey,Angler Winifred
Joey,Soulbinder Derith
Joey,Elder Fuirstel
Joey,Elder Harrik
Joey,Rataga Stoneskipper
Joey,Kalin Reddin
Joanna,Cayrin Smirten
Joey,Adler Fuirstel
Joey,Apprentice Daultier
